venue,year,topic,venue_year_topic_id,count,venue_year_total,share,topic_keywords,parent_category,topic_label_cn,topic_label_en,specific_label_cn,specific_parent_category,specific_label_en,representative_titles,title_terms,naming_evidence
NAACL,2021,6,NAACL_2021_T006,46,477,0.0964360587002096,"summarization, generation, text, summaries, abstractive, evaluation, story, abstractive summarization, summary, generate",NLP,文本摘要,summarization / generation / text,生成模型：扩散模型、采样与内容生成,Generative AI,diffusion/sampling/content generation,A New Approach to Overgenerating and Scoring Abstractive Summaries || Nutri-bullets Hybrid: Consensual Multi-document Summarization || Annotating and Modeling Fine-grained Factuality in Summarization || Improving Faithfulness in Abstractive Summarization with Contrast Candidate Generation and Selection || Enriching Transformers with Structured Tensor-Product Representations for Abstractive Summarization,summarization / abstractive / approach / overgenerating / scoring / summaries / nutri / bullets,"keywords=summarization, generation, text, summaries, abstractive, evaluation, story, abstractive summarization, summary, generate; title_terms=summarization / abstractive / approach / overgenerating / scoring / summaries / nutri / bullets"
NAACL,2021,7,NAACL_2021_T007,42,477,0.0880503144654088,"dialogue, responses, language, dialog, slot, response, systems, agents, conversational, training",LLM Agents,智能体与多智能体系统,dialogue / responses / language,对话系统：响应生成、情感支持与任务型对话,Dialogue,dialogue/response generation/task-oriented systems,Action-Based Conversations Dataset: A Corpus for Building More In-Depth Task-Oriented Dialogue Systems || Controlling Dialogue Generation with Semantic Exemplars || Human-like informative conversations: Better acknowledgements using conditional mutual information || Example-Driven Intent Prediction with Observers || T uring A dvice: A Generative and Dynamic Evaluation of Language Use,conversations / dialogue / action / corpus / building / more / depth / task,"keywords=dialogue, responses, language, dialog, slot, response, systems, agents, conversational, training; title_terms=conversations / dialogue / action / corpus / building / more / depth / task"
NeurIPS,2021,0,NeurIPS_2021_T000,379,2334,0.162382176520994,"optimization, algorithm, gradient, problem, algorithms, stochastic, bounds, problems, convergence, convex",Optimization,优化算法与训练动力学,optimization / algorithm / gradient,优化理论：随机/非凸优化与收敛率,Optimization,stochastic/non-convex optimization,Stochastic Bias-Reduced Gradient Methods || Minibatch and Momentum Model-based Methods for Stochastic Weakly Convex Optimization || An Even More Optimal Stochastic Optimization Algorithm: Minibatching and Interpolation Learning || An Analysis of Constant Step Size SGD in the Non-convex Regime: Asymptotic Normality and Bias || On the Second-order Convergence Properties of Random Search Methods,stochastic / methods / bias / convex / optimization / reduced / gradient / minibatch,"keywords=optimization, algorithm, gradient, problem, algorithms, stochastic, bounds, problems, convergence, convex; title_terms=stochastic / methods / bias / convex / optimization / reduced / gradient / minibatch"
NeurIPS,2021,1,NeurIPS_2021_T001,373,2334,0.1598114824335904,"image, transformer, object, images, training, representations, visual, video, features, attention",Other,其他主题：image / transformer / object,image / transformer / object,视觉感知：目标检测、识别与视觉表征,Computer Vision,detection/recognition/visual representation,Revisiting Contrastive Methods for Unsupervised Learning of Visual Representations || Revisiting ResNets: Improved Training and Scaling Strategies || Grounding inductive biases in natural images: invariance stems from variations in data || Efficient Training of Visual Transformers with Small Datasets || Intriguing Properties of Vision Transformers,revisiting / visual / transformers / contrastive / methods / unsupervised / representations / resnets,"keywords=image, transformer, object, images, training, representations, visual, video, features, attention; title_terms=revisiting / visual / transformers / contrastive / methods / unsupervised / representations / resnets"
NeurIPS,2021,2,NeurIPS_2021_T002,348,2334,0.1491002570694087,"reinforcement, policy, agents, agent, offline, algorithm, algorithms, games, reward, policies",LLM Agents,智能体与多智能体系统,reinforcement / policy / agents,强化学习：离线策略、奖励建模与控制,Reinforcement Learning,offline RL/reward/control,Robust Predictable Control || The Difficulty of Passive Learning in Deep Reinforcement Learning || Learning Markov State Abstractions for Deep Reinforcement Learning || Heuristic-Guided Reinforcement Learning || Learning One Representation to Optimize All Rewards,reinforcement / predictable / control / difficulty / passive / markov / state / abstractions,"keywords=reinforcement, policy, agents, agent, offline, algorithm, algorithms, games, reward, policies; title_terms=reinforcement / predictable / control / difficulty / passive / markov / state / abstractions"
NeurIPS,2021,3,NeurIPS_2021_T003,220,2334,0.0942587832047986,"training, deep, gradient, pruning, generalization, loss, accuracy, sparse, function, work",Other,其他主题：training / deep / gradient,training / deep / gradient,迁移泛化：域适应、OOD泛化与鲁棒表征（三维几何）,Robust / Transfer Learning,domain adaptation/OOD generalization / 三维几何,Asymptotics of representation learning in finite Bayesian neural networks || Towards Lower Bounds on the Depth of ReLU Neural Networks || The Limitations of Large Width in Neural Networks: A Deep Gaussian Process Perspective || Efficient Algorithms for Learning Depth-2 Neural Networks with General ReLU Activations || Taxonomizing local versus global structure in neural network loss landscapes,depth / relu / asymptotics / representation / finite / bayesian / lower / bounds,"keywords=training, deep, gradient, pruning, generalization, loss, accuracy, sparse, function, work; title_terms=depth / relu / asymptotics / representation / finite / bayesian / lower / bounds"
NeurIPS,2021,4,NeurIPS_2021_T004,188,2334,0.0805484147386461,"domain, adaptation, label, target, training, meta-learning, generalization, labels, source, classification",Other,其他主题：domain / adaptation / label,domain / adaptation / label,迁移泛化：域适应、OOD泛化与鲁棒表征（迁移泛化）,Robust / Transfer Learning,domain adaptation/OOD generalization / 迁移泛化,Realistic evaluation of transductive few-shot learning || On sensitivity of meta-learning to support data || Learning where to learn: Gradient sparsity in meta and continual learning || Generalization Bounds For Meta-Learning: An Information-Theoretic Analysis || Towards Sample-efficient Overparameterized Meta-learning,meta / realistic / evaluation / transductive / few / shot / sensitivity / support,"keywords=domain, adaptation, label, target, training, meta-learning, generalization, labels, source, classification; title_terms=meta / realistic / evaluation / transductive / few / shot / sensitivity / support"
NeurIPS,2021,5,NeurIPS_2021_T005,177,2334,0.0758354755784061,"language, speech, training, visual, brain, text, time, reasoning, information, activity",LLM Reasoning,大模型推理与思维链,language / speech / training,多模态大模型：视觉语言理解与跨模态推理,Multimodal LLM,multimodal/VLM understanding,"Improving Coherence and Consistency in Neural Sequence Models with Dual-System, Neuro-Symbolic Reasoning || Sequence-to-Sequence Learning with Latent Neural Grammars || Learning and Generalization in RNNs || Low-dimensional Structure in the Space of Language Representations is Reflected in Brain Responses || Understanding Adaptive, Multiscale Temporal Integration In Deep Speech Recognition Systems",sequence / improving / coherence / consistency / dual / system / neuro / symbolic,"keywords=language, speech, training, visual, brain, text, time, reasoning, information, activity; title_terms=sequence / improving / coherence / consistency / dual / system / neuro / symbolic"
NeurIPS,2021,6,NeurIPS_2021_T006,153,2334,0.0655526992287917,"graph, graphs, gnns, node, gnn, representation, nodes, information, molecular, embedding",AI for Science,AI for Science 与药物/蛋白,graph / graphs / gnns,AI4Science：分子生成、药物发现与化学建模,AI for Science,molecular/drug discovery,Nested Graph Neural Networks || Labeling Trick: A Theory of Using Graph Neural Networks for Multi-Node Representation Learning || Neural Trees for Learning on Graphs || Learning Theory Can (Sometimes) Explain Generalisation in Graph Neural Networks || Large Scale Learning on Non-Homophilous Graphs: New Benchmarks and Strong Simple Methods,graph / theory / graphs / nested / labeling / trick / multi / node,"keywords=graph, graphs, gnns, node, gnn, representation, nodes, information, molecular, embedding; title_terms=graph / theory / graphs / nested / labeling / trick / multi / node"
NeurIPS,2021,7,NeurIPS_2021_T007,139,2334,0.05955441302485,"variational, inference, bayesian, distribution, gaussian, posterior, generative, process, processes, latent",3D Vision,三维生成与新视角合成,variational / inference / bayesian,三维视觉：Gaussian Splatting、新视角合成与重建,3D Vision,Gaussian Splatting/view synthesis/reconstruction,Challenges and Opportunities in High Dimensional Variational Inference || Structured Dropout Variational Inference for Bayesian Neural Networks || Implicit MLE: Backpropagating Through Discrete Exponential Family Distributions || Variational Diffusion Models || Universal Approximation Using Well-Conditioned Normalizing Flows,variational / inference / challenges / opportunities / high / dimensional / structured / dropout,"keywords=variational, inference, bayesian, distribution, gaussian, posterior, generative, process, processes, latent; title_terms=variational / inference / challenges / opportunities / high / dimensional / structured / dropout"
NeurIPS,2021,8,NeurIPS_2021_T008,117,2334,0.0501285347043701,"bandits, regret, bandit, algorithms, problem, algorithm, arm, bound, optimal, multi-armed",Reinforcement Learning,老虎机与在线决策,bandits / regret / bandit,在线决策：Bandit、后悔界与探索,Reinforcement Learning,bandits/regret/exploration,Online Sign Identification: Minimization of the Number of Errors in Thresholding Bandits || Bandits with many optimal arms || Hybrid Regret Bounds for Combinatorial Semi-Bandits and Adversarial Linear Bandits || From Optimality to Robustness: Adaptive Re-Sampling Strategies in Stochastic Bandits || The Pareto Frontier of model selection for general Contextual Bandits,bandits / online / sign / identification / minimization / number / errors / thresholding,"keywords=bandits, regret, bandit, algorithms, problem, algorithm, arm, bound, optimal, multi-armed; title_terms=bandits / online / sign / identification / minimization / number / errors / thresholding"
NeurIPS,2021,9,NeurIPS_2021_T009,96,2334,0.0411311053984575,"adversarial, robustness, attacks, training, robust, adversarial robustness, attack, perturbations, adversarial training, adversarial attacks",Security / Privacy,隐私安全、攻击与鲁棒性,adversarial / robustness / attacks,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,Security / Privacy,adversarial/backdoor/watermark/privacy / 安全攻防,On the Existence of The Adversarial Bayes Classifier || Adversarial Robustness with Semi-Infinite Constrained Learning || Towards a Unified Game-Theoretic View of Adversarial Perturbations and Robustness || Clustering Effect of Adversarial Robust Models || Better Safe Than Sorry: Preventing Delusive Adversaries with Adversarial Training,adversarial / robustness / existence / bayes / classifier / semi / infinite / constrained,"keywords=adversarial, robustness, attacks, training, robust, adversarial robustness, attack, perturbations, adversarial training, adversarial attacks; title_terms=adversarial / robustness / existence / bayes / classifier / semi / infinite / constrained"
NeurIPS,2021,10,NeurIPS_2021_T010,73,2334,0.0312767780634104,"causal, treatment, effect, effects, variables, counterfactual, imputation, problem, outcomes, inference",Trustworthy AI,幻觉检测与事实性,causal / treatment / effect,因果学习：因果发现、反事实与处理效应,Causal ML,causal discovery/counterfactuals,Near-Optimal Multi-Perturbation Experimental Design for Causal Structure Learning || Recursive Causal Structure Learning in the Presence of Latent Variables and Selection Bias || Iterative Causal Discovery in the Possible Presence of Latent Confounders and Selection Bias || Identification of Partially Observed Linear Causal Models: Graphical Conditions for the Non-Gaussian and Heterogeneous Cases || Scalable Intervention Target Estimation in Linear Models,causal / structure / presence / latent / selection / bias / linear / near,"keywords=causal, treatment, effect, effects, variables, counterfactual, imputation, problem, outcomes, inference; title_terms=causal / structure / presence / latent / selection / bias / linear / near"
NeurIPS,2021,11,NeurIPS_2021_T011,71,2334,0.0304198800342759,"privacy, private, federated, differential privacy, differentially, differential, differentially private, clients, training, algorithm",Security / Privacy,隐私安全、攻击与鲁棒性,privacy / private / federated,可信安全：对抗攻击、后门、水印与隐私（推荐排序）,Security / Privacy,adversarial/backdoor/watermark/privacy / 推荐排序,Learning with User-Level Privacy || Differentially Private Model Personalization || User-Level Differentially Private Learning via Correlated Sampling || Differentially Private Sampling from Distributions || Renyi Differential Privacy of The Subsampled Shuffle Model In Distributed Learning,differentially / private / user / level / privacy / sampling / personalization / correlated,"keywords=privacy, private, federated, differential privacy, differentially, differential, differentially private, clients, training, algorithm; title_terms=differentially / private / user / level / privacy / sampling / personalization / correlated"
SIGIR,2021,0,SIGIR_2021_T000,41,151,0.271523178807947,"retrieval, image, query, training, video, ranking, deep, text, existing, cross-modal",LLM / IR,检索增强生成与信息检索,retrieval / image / query,多媒体检索：跨模态检索、语义匹配与内容理解,Multimedia Retrieval,cross-modal/semantic multimedia retrieval,PAN: Prototype-based Adaptive Network for Robust Cross-modal Retrieval || Optimizing Dense Retrieval Model Training with Hard Negatives || Efficiently Teaching an Effective Dense Retriever with Balanced Topic Aware Sampling || GilBERT: Generative Vision-Language Pre-Training for Image-Text Retrieval || Heterogeneous Attention Network for Effective and Efficient Cross-modal Retrieval,retrieval / cross / modal / dense / effective / pan / prototype / adaptive,"keywords=retrieval, image, query, training, video, ranking, deep, text, existing, cross-modal; title_terms=retrieval / cross / modal / dense / effective / pan / prototype / adaptive"
SIGIR,2021,1,SIGIR_2021_T001,40,151,0.2649006622516556,"recommendation, users, user, recommender, systems, feedback, bias, recommender systems, fairness, items",Recommendation,推荐系统与点击率预测,recommendation / users / user,推荐系统：偏好建模、反馈学习与个性化排序,Recommendation,preference feedback/recommendation ranking,Fairness among New Items in Cold Start Recommender Systems || Counterfactual Data-Augmented Sequential Recommendation || Mitigating Sentiment Bias for Recommender Systems || AutoDebias: Learning to Debias for Recommendation || Towards Personalized Fairness based on Causal Notion,fairness / recommender / systems / recommendation / among / items / cold / start,"keywords=recommendation, users, user, recommender, systems, feedback, bias, recommender systems, fairness, items; title_terms=fairness / recommender / systems / recommendation / among / items / cold / start"
SIGIR,2021,2,SIGIR_2021_T002,30,151,0.1986754966887417,"graph, user, recommendation, information, users, item, interactions, node, nodes, existing",Graph Learning,图学习与图神经网络,graph / user / recommendation,推荐系统：排序、召回与点击率预测（推荐排序）,Recommendation,ranking/retrieval/CTR recommendation / 推荐排序,Enhanced Graph Learning for Collaborative Filtering via Mutual Information Maximization || Neural Graph Matching based Collaborative Filtering || Dual Attention Transfer in Session-based Recommendation with Multi-dimensional Integration || Graph Meta Network for Multi-Behavior Recommendation || Self-supervised Graph Learning for Recommendation,graph / recommendation / collaborative / filtering / multi / mutual / information / maximization,"keywords=graph, user, recommendation, information, users, item, interactions, node, nodes, existing; title_terms=graph / recommendation / collaborative / filtering / multi / mutual / information / maximization"
SIGIR,2021,3,SIGIR_2021_T003,24,151,0.1589403973509933,"news, knowledge, graph, relation, information, event, entities, representation, citation, reasoning",LLM Reasoning,大模型推理与思维链,news / knowledge / graph,知识图谱：实体关系、推理与补全,Knowledge Graph,knowledge graph reasoning/completion,Joint Knowledge Pruning and Recurrent Graph Convolution for News Recommendation || Knowledge-based Review Generation by Coherence Enhanced Text Planning || Learning Domain Semantics and Cross-Domain Correlations for Paper Recommendation || Relational Learning with Gated and Attentive Neighbor Aggregator for Few-Shot Knowledge Graph Completion || Multi-Type Textual Reasoning for Product-Aware Answer Generation,knowledge / graph / recommendation / generation / domain / joint / pruning / recurrent,"keywords=news, knowledge, graph, relation, information, event, entities, representation, citation, reasoning; title_terms=knowledge / graph / recommendation / generation / domain / joint / pruning / recurrent"
SIGIR,2021,4,SIGIR_2021_T004,16,151,0.1059602649006622,"knowledge, user, conversational, dialogue, language, responses, questions, personalized, response, selection",NLP,对话系统,knowledge / user / conversational,推荐系统：排序、召回与点击率预测（搜索排序）,Recommendation,ranking/retrieval/CTR recommendation / 搜索排序,Partner Matters! An Empirical Study on Fusing Personas for Personalized Response Selection in Retrieval-Based Chatbots || Unified Conversational Recommendation Policy Learning via Graph-based Reinforcement Learning || Wizard of Search Engine: Access to Information Through Conversations with Search Engines || Learning to Ask Appropriate Questions in Conversational Recommendation || One Chatbot Per Person: Creating Personalized Chatbots based on Implicit User Profiles,personalized / chatbots / conversational / recommendation / search / partner / matters / empirical,"keywords=knowledge, user, conversational, dialogue, language, responses, questions, personalized, response, selection; title_terms=personalized / chatbots / conversational / recommendation / search / partner / matters / empirical"
WWW,2021,0,WWW_2021_T000,90,355,0.2535211267605634,"knowledge, graph, information, entity, entities, retrieval, training, text, semantic, existing",LLM / IR,检索增强生成与信息检索,knowledge / graph / information,知识图谱：实体关系、推理与补全,Knowledge Graph,knowledge graph reasoning/completion,"Unsupervised Semantic Association Learning with Latent Label Inference || RETA: A Schema-Aware, End-to-End Solution for Instance Completion in Knowledge Graphs || Minimally-Supervised Structure-Rich Text Categorization via Learning on Text-Rich Networks || TCN: Table Convolutional Network for Web Table Interpretation || Knowledge Embedding Based Graph Convolutional Network",end / knowledge / rich / text / table / convolutional / unsupervised / semantic,"keywords=knowledge, graph, information, entity, entities, retrieval, training, text, semantic, existing; title_terms=end / knowledge / rich / text / table / convolutional / unsupervised / semantic"
WWW,2021,1,WWW_2021_T001,90,355,0.2535211267605634,"user, recommendation, users, items, search, systems, item, online, recommender, preferences",Alignment,偏好优化与人类反馈对齐,user / recommendation / users,推荐系统：偏好建模、反馈学习与个性化排序,Recommendation,preference feedback/recommendation ranking,Where To Next? A Dynamic Model of User Preferences || Density-Ratio Based Personalised Ranking from Implicit Feedback || Leveraging Review Properties for Effective Recommendation || Sinkhorn Collaborative Filtering || Variation Control and Evaluation for Generative Slate Recommendations,where / next / dynamic / user / preferences / density / ratio / personalised,"keywords=user, recommendation, users, items, search, systems, item, online, recommender, preferences; title_terms=where / next / dynamic / user / preferences / density / ratio / personalised"
WWW,2021,2,WWW_2021_T002,83,355,0.2338028169014084,"graph, node, graphs, information, social, nodes, prediction, temporal, time, real-world",Graph Learning,图学习与图神经网络,graph / node / graphs,大模型社会安全：偏见、虚假信息与检测,Trustworthy LLM,bias/misinformation/detection,Graph Structure Estimation Neural Networks || Multi-level Hyperedge Distillation for Social Linking Prediction on Sparsely Observed Networks || Theoretically Improving Graph Neural Networks via Anonymous Walk Graph Kernels || Motif-driven Dense Subgraph Discovery in Directed and Labeled Networks || Soft-mask: Adaptive Substructure Extractions for Graph Neural Networks,graph / structure / estimation / multi / level / hyperedge / distillation / social,"keywords=graph, node, graphs, information, social, nodes, prediction, temporal, time, real-world; title_terms=graph / structure / estimation / multi / level / hyperedge / distillation / social"
WWW,2021,3,WWW_2021_T003,66,355,0.1859154929577464,"privacy, user, web, mobile, apps, users, security, federated, detection, services",Security / Privacy,隐私安全、攻击与鲁棒性,privacy / user / web,推荐系统：排序、召回与点击率预测,Recommendation,ranking/retrieval/CTR recommendation,WebSocket Adoption and the Landscape of the Real-Time Web || Towards Realistic and ReproducibleWeb Crawl Measurements || DAPter: Preventing User Data Abuse in Deep Learning Inference Services || Privacy Policies over Time: Curation and Analysis of a Million-Document Dataset || Where are you taking me?Understanding Abusive Traffic Distribution Systems,time / websocket / adoption / landscape / real / web / realistic / reproducibleweb,"keywords=privacy, user, web, mobile, apps, users, security, federated, detection, services; title_terms=time / websocket / adoption / landscape / real / web / realistic / reproducibleweb"
WWW,2021,4,WWW_2021_T004,26,355,0.0732394366197183,"online, emotion, conversations, news, social, users, study, people, social media, media",NLP,对话系统,online / emotion / conversations,语音音频：ASR、说话人与音频理解,Speech / Audio,ASR/speaker/audio understanding,The Structure of Toxic Conversations on Twitter || An Experimental Study to Understand User Experience and Perception Bias Occurred by Fact-checking Messages || Assessing the Effects of Friend-to-Friend Texting onTurnout in the 2018 US Midterm Elections || Conversations Gone Alright: Quantifying and Predicting Prosocial Outcomes in Online Conversations || Improving Cyberbullying Detection with User Interaction,conversations / user / friend / structure / toxic / twitter / experimental / study,"keywords=online, emotion, conversations, news, social, users, study, people, social media, media; title_terms=conversations / user / friend / structure / toxic / twitter / experimental / study"
AAAI,2022,0,AAAI_2022_T000,217,1315,0.1650190114068441,"domain, object, segmentation, feature, detection, point, image, features, semantic, labels",Computer Vision,目标检测与图像分割,domain / object / segmentation,迁移泛化：域适应、OOD泛化与鲁棒表征,Robust / Transfer Learning,domain adaptation/OOD generalization,DIRL: Domain-Invariant Representation Learning for Generalizable Semantic Segmentation || Self-Supervised Object Localization with Joint Graph Partition || Self-Supervised Pretraining for RGB-D Salient Object Detection || SCAN: Cross Domain Object Detection with Semantic Conditioned Adaptation || Stereo Neural Vernier Caliper,object / domain / semantic / self / supervised / detection / dirl / invariant,"keywords=domain, object, segmentation, feature, detection, point, image, features, semantic, labels; title_terms=object / domain / semantic / self / supervised / detection / dirl / invariant"
AAAI,2022,1,AAAI_2022_T001,179,1315,0.1361216730038023,"algorithm, optimization, problem, causal, algorithms, training, time, stochastic, fairness, novel",Causal ML,因果推断与因果发现,algorithm / optimization / problem,优化理论：随机/非凸优化与收敛率,Optimization,stochastic/non-convex optimization,Hindsight Network Credit Assignment: Efficient Credit Assignment in Networks of Discrete Stochastic Units || Coordinate Descent on the Orthogonal Group for Recurrent Neural Network Training || The Perils of Learning Before Optimizing || Sample Average Approximation for Stochastic Optimization with Dependent Data: Performance Guarantees and Tractability || DPCD: Discrete Principal Coordinate Descent for Binary Variable Problems,credit / assignment / discrete / stochastic / coordinate / descent / hindsight / units,"keywords=algorithm, optimization, problem, causal, algorithms, training, time, stochastic, fairness, novel; title_terms=credit / assignment / discrete / stochastic / coordinate / descent / hindsight / units"
AAAI,2022,2,AAAI_2022_T002,167,1315,0.1269961977186312,"image, images, visual, features, transformer, information, training, audio, vision, state-of-the-art",Other,其他主题：image / images / visual,image / images / visual,视觉感知：目标检测、识别与视觉表征,Computer Vision,detection/recognition/visual representation,"Nested Hierarchical Transformer: Towards Accurate, Data-Efficient and Interpretable Visual Understanding || Cross-Modal Coherence for Text-to-Image Retrieval || MIA-Former: Efficient and Robust Vision Transformers via Multi-Grained Input-Adaptation || Model-Based Image Signal Processors via Learnable Dictionaries || Assessing a Single Image in Reference-Guided Image Synthesis",image / nested / hierarchical / transformer / accurate / interpretable / visual / understanding,"keywords=image, images, visual, features, transformer, information, training, audio, vision, state-of-the-art; title_terms=image / nested / hierarchical / transformer / accurate / interpretable / visual / understanding"
AAAI,2022,3,AAAI_2022_T003,152,1315,0.1155893536121673,"language, knowledge, text, generation, human, training, pre-trained, natural, natural language, information",Other,其他主题：language / knowledge / text,language / knowledge / text,生成模型：扩散模型、采样与内容生成,Generative AI,diffusion/sampling/content generation,On the Transferability of Pre-trained Language Models: A Study from Artificial Datasets || Language Modelling via Learning to Rank || Deep Clustering of Text Representations for Supervision-Free Probing of Syntax || Search and Learn: Improving Semantic Coverage for Data-to-Text Generation || From Fully Trained to Fully Random Embeddings: Improving Neural Machine Translation with Compact Word Embedding Tables,trained / language / text / improving / fully / transferability / pre / study,"keywords=language, knowledge, text, generation, human, training, pre-trained, natural, natural language, information; title_terms=trained / language / text / improving / fully / transferability / pre / study"
AAAI,2022,4,AAAI_2022_T004,139,1315,0.1057034220532319,"policy, reinforcement, agent, agents, reward, algorithms, policies, environments, problem, environment",LLM Agents,智能体与多智能体系统,policy / reinforcement / agent,强化学习：策略优化、奖励学习与控制,Reinforcement Learning,policy optimization/reward/control,Unsupervised Reinforcement Learning in Multiple Environments || Globally Optimal Hierarchical Reinforcement Learning for Linearly-Solvable Markov Decision Processes || Control-Oriented Model-Based Reinforcement Learning with Implicit Differentiation || Stackelberg Actor-Critic: Game-Theoretic Reinforcement Learning Algorithms || Introducing Symmetries to Black Box Meta Reinforcement Learning,reinforcement / unsupervised / multiple / environments / globally / optimal / hierarchical / linearly,"keywords=policy, reinforcement, agent, agents, reward, algorithms, policies, environments, problem, environment; title_terms=reinforcement / unsupervised / multiple / environments / globally / optimal / hierarchical / linearly"
AAAI,2022,5,AAAI_2022_T005,136,1315,0.1034220532319391,"problem, search, problems, algorithm, planning, algorithms, logic, reasoning, constraints, explanations",LLM Reasoning,大模型推理与思维链,problem / search / problems,语言推理：问答、常识与多跳推理,NLP Reasoning,QA/commonsense/multi-hop reasoning,"Efficient Encoding of Cost Optimal Delete-Free Planning as SAT || Learning Logic Programs Though Divide, Constrain, and Conquer || Resolving Inconsistencies in Simple Temporal Problems: A Parameterized Approach || Learning to Search in Local Branching || ApproxASP – a Scalable Approximate Answer Set Counter",encoding / cost / optimal / delete / free / planning / sat / logic,"keywords=problem, search, problems, algorithm, planning, algorithms, logic, reasoning, constraints, explanations; title_terms=encoding / cost / optimal / delete / free / planning / sat / logic"
AAAI,2022,6,AAAI_2022_T006,116,1315,0.0882129277566539,"adversarial, training, attacks, attack, detection, examples, robustness, face, deep, samples",Security / Privacy,隐私安全、攻击与鲁棒性,adversarial / training / attacks,多媒体安全：Deepfake检测、伪造识别与攻防,Security / Vision,deepfake/forgery/multimedia security,Adversarial Examples Can Be Effective Data Augmentation for Unsupervised Machine Learning || Efficient Robust Training via Backward Smoothing || Feature Generation and Hypothesis Verification for Reliable Face Anti-spoofing || Learning Universal Adversarial Perturbation by Adversarial Example || Gradient Based Activations for Accurate Bias-Free Learning,adversarial / examples / can / effective / augmentation / unsupervised / machine / backward,"keywords=adversarial, training, attacks, attack, detection, examples, robustness, face, deep, samples; title_terms=adversarial / examples / can / effective / augmentation / unsupervised / machine / backward"
AAAI,2022,7,AAAI_2022_T007,92,1315,0.0699619771863118,"graph, clustering, graphs, gnns, node, nodes, information, representation, structure, kernel",Graph Learning,图学习与图神经网络,graph / clustering / graphs,图学习：图聚类、表示学习与结构匹配,Graph Learning,graph clustering/representation/matching,Graph Pointer Neural Networks || Generalized Equivariance and Preferential Labeling for GNN Node Classification || Powerful Graph Convolutional Networks with Adaptive Propagation Mechanism for Homophily and Heterophily || KerGNNs: Interpretable Graph Neural Networks with Graph Kernels || Simple Unsupervised Graph Representation Learning,graph / pointer / generalized / equivariance / preferential / labeling / gnn / node,"keywords=graph, clustering, graphs, gnns, node, nodes, information, representation, structure, kernel; title_terms=graph / pointer / generalized / equivariance / preferential / labeling / gnn / node"
AAAI,2022,8,AAAI_2022_T008,59,1315,0.0448669201520912,"agents, welfare, social, study, voting, allocation, equilibrium, agent, problem, preferences",LLM Agents,智能体与多智能体系统,agents / welfare / social,大模型社会安全：偏见、虚假信息与检测,Trustworthy LLM,bias/misinformation/detection,Weighted Fairness Notions for Indivisible Items Revisited || Truthful and Fair Mechanisms for Matroid-Rank Valuations || Online Elicitation of Necessarily Optimal Matchings || Worst-Case Voting When the Stakes Are High || Iterative Calculus of Voting under Plurality,voting / weighted / fairness / notions / indivisible / items / revisited / truthful,"keywords=agents, welfare, social, study, voting, allocation, equilibrium, agent, problem, preferences; title_terms=voting / weighted / fairness / notions / indivisible / items / revisited / truthful"
AAAI,2022,9,AAAI_2022_T009,58,1315,0.0441064638783269,"video, temporal, motion, action, videos, frame, representation, frames, spatio-temporal, information",Other,其他主题：video / temporal / motion,video / temporal / motion,视频理解：动作识别、长视频与时序建模,Video Understanding,action/long-video/temporal modeling,Self-Supervised Spatiotemporal Representation Learning by Exploiting Video Continuity || ACGNet: Action Complement Graph Network for Weakly-Supervised Temporal Action Localization || Iterative Contrast-Classify for Semi-supervised Temporal Action Segmentation || Unsupervised Temporal Video Grounding with Deep Semantic Clustering || Contrastive Spatio-Temporal Pretext Learning for Self-Supervised Video Representation,supervised / temporal / video / action / self / representation / spatiotemporal / exploiting,"keywords=video, temporal, motion, action, videos, frame, representation, frames, spatio-temporal, information; title_terms=supervised / temporal / video / action / self / representation / spatiotemporal / exploiting"
ACL,2022,0,ACL_2022_T000,122,700,0.1742857142857143,"translation, languages, language, multilingual, cross-lingual, training, transfer, machine translation, machine, speech",NLP,机器翻译与多语言 NLP,translation / languages / language,多语言语音：语音识别、翻译与手语理解,Speech / NLP,multilingual speech/sign-language,Make the Best of Cross-lingual Transfer: Evidence from POS Tagging with over 100 Languages || Bilingual alignment transfers to multilingual alignment for unsupervised parallel text mining || Expanding Pretrained Models to Thousands More Languages via Lexicon-based Adaptation || On Efficiently Acquiring Annotations for Multilingual Models || Towards Making the Most of Cross-Lingual Transfer for Zero-Shot Neural Machine Translation,cross / lingual / transfer / languages / alignment / multilingual / make / best,"keywords=translation, languages, language, multilingual, cross-lingual, training, transfer, machine translation, machine, speech; title_terms=cross / lingual / transfer / languages / alignment / multilingual / make / best"
ACL,2022,1,ACL_2022_T001,117,700,0.1671428571428571,"language, word, representations, semantic, information, natural, parsing, knowledge, nlp, linguistic",Other,其他主题：language / word / representations,language / word / representations,开放词汇视觉：开放词汇检测、分割与CLIP语义,Computer Vision,open-vocabulary detection/segmentation,Metaphors in Pre-Trained Language Models: Probing and Generalization Across Datasets and Languages || Pretraining with Artificial Language: Studying Transferable Knowledge in Language Models || The Grammar-Learning Trajectories of Neural Language Models || Flexible Generation from Fragmentary Linguistic Input || Probing for Predicate Argument Structures in Pretrained Language Models,language / probing / metaphors / pre / trained / generalization / across / languages,"keywords=language, word, representations, semantic, information, natural, parsing, knowledge, nlp, linguistic; title_terms=language / probing / metaphors / pre / trained / generalization / across / languages"
