venue,year,rank,venue_year_topic_id,count,venue_year_total,share_pct,specific_label_cn,specific_parent_category,short_keywords,representative_titles
KDD,2021,8,KDD_2021_T007,18,239,7.53,图学习：GNN、节点分类与链接预测,Graph Learning,"graph, graphs, algorithm, problem, algorithms",The Generalized Mean Densest Subgraph Problem || On Breaking Truss-Based Communities || MaNIACS: Approximate Mining of Frequent Subgraph Patterns through Sampling || Bavarian: Betweenness Centrality Approximation with Variance-Aware Rademacher Averages || Towards Computing a Near-Maximum Weighted Independent Set on Massive Graphs
MICCAI,2021,1,MICCAI_2021_T000,17,68,25.0,视觉感知：语义/实例/全景分割,Computer Vision,"brain, lesion, lesion segmentation, images, brain lesion segmentation",Improved Brain Lesion Segmentation with Anatomical Priors from Healthy Subjects || CarveMix: A Simple Data Augmentation Method for Brain Lesion Segmentation || kCBAC-Net: Deeply Supervised Complete Bipartite Networks with Asymmetric Convolutions for Medical Image Segmentation || A Novel Hybrid Convolutional Neural Network for Accurate Organ Segmentation in 3D Head and Neck CT Images || MT-UDA: Towards Unsupervised Cross-modality Medical Image Segmentation with Limited Source Labels
MICCAI,2021,2,MICCAI_2021_T001,17,68,25.0,医疗视觉：医学影像分割、病理与临床影像,AI for Health,"polyp, polyp segmentation, attention, medical, medical image segmentation",Shallow Attention Network for Polyp Segmentation || CCBANet: Cascading Context and Balancing Attention for Polyp Segmentation || Learnable Oriented-Derivative Network for Polyp Segmentation || Progressively Normalized Self-Attention Network for Video Polyp Segmentation || DC-Net: Dual Context Network for 2D Medical Image Segmentation
MICCAI,2021,3,MICCAI_2021_T002,17,68,25.0,医疗视觉：医学影像分割、病理与临床影像,AI for Health,"image, image segmentation, medical image segmentation, medical image, medical",Superpixel-Guided Iterative Learning from Noisy Labels for Medical Image Segmentation || Selective Learning from External Data for CT Image Segmentation || Distilling Effective Supervision for Robust Medical Image Segmentation with Noisy Labels || Noisy Labels are Treasure: Mean-Teacher-Assisted Confident Learning for Hepatic Vessel Segmentation || Study Group Learning: Improving Retinal Vessel Segmentation Trained with Noisy Labels
MICCAI,2021,4,MICCAI_2021_T003,10,68,14.71,三维视觉：点云、深度估计与相机姿态,3D Vision,"context-aware, active, preservation segmentations, point-based volumetric, point-based volumetric segmentation",Context-Aware Virtual Adversarial Training for Anatomically-Plausible Segmentation || TEDS-Net: Enforcing Diffeomorphisms in Spatial Transformers to Guarantee Topology Preservation in Segmentations || Point-Unet: A Context-Aware Point-Based Neural Network for Volumetric Segmentation || Hybrid Graph Convolutional Neural Networks for Landmark-Based Anatomical Segmentation || AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions
MICCAI,2021,5,MICCAI_2021_T004,7,68,10.29,医疗视觉：医学影像分割、病理与临床影像,AI for Health,"transformers, transformer, image segmentation, image, medical image",Multi-compound Transformer for Accurate Biomedical Image Segmentation || Convolution-Free Medical Image Segmentation Using Transformers || TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation || TransBTS: Multimodal Brain Tumor Segmentation Using Transformer || Boundary-Aware Transformers for Skin Lesion Segmentation
NAACL,2021,1,NAACL_2021_T000,60,477,12.58,多语言NLP：机器翻译、跨语言与低资源,NLP,"translation, machine, machine translation, languages, multilingual",Harnessing Multilinguality in Unsupervised Machine Translation for Rare Languages || When Being Unseen from m BERT is just the Beginning: Handling New Languages With Multilingual Language Models || S ent S im: Crosslingual Semantic Evaluation of Machine Translation || Multilingual BERT Post-Pretraining Alignment || I nfo XLM : An Information-Theoretic Framework for Cross-Lingual Language Model Pre-Training
NAACL,2021,2,NAACL_2021_T001,56,477,11.74,知识图谱：实体关系、推理与补全,Knowledge Graph,"knowledge, graph, entity, relation, coreference",Linking Entities to Unseen Knowledge Bases with Arbitrary Schemas || W ikipedia Entities as Rendezvous across Languages: Grounding Multilingual Language Models by Predicting W ikipedia Hyperlinks || Neural Language Modeling for Contextualized Temporal Graph Generation || A Frustratingly Easy Approach for Entity and Relation Extraction || Jointly Extracting Explicit and Implicit Relational Triples with Reasoning Pattern Enhanced Binary Pointer Network
NAACL,2021,3,NAACL_2021_T002,52,477,10.9,高效大模型：推理加速、压缩与资源优化,Efficient LLMs,"language, pre-trained, transformer, attention, bert",Revisiting Simple Neural Probabilistic Language Models || On the Inductive Bias of Masked Language Modeling: From Statistical to Syntactic Dependencies || A Survey on Recent Approaches for Natural Language Processing in Low-Resource Scenarios || Rethinking Network Pruning – under the Pre-train and Fine-tune Paradigm || ERNIE -Gram: Pre-Training with Explicitly N-Gram Masked Language Modeling for Natural Language Understanding
NAACL,2021,4,NAACL_2021_T003,50,477,10.48,细分主题：language,Other,"language, nlp, research, word, words",The Importance of Modeling Social Factors of Language: Theory and Practice || D irect P robe: Studying Representations without Classifiers || Challenging distributional models with a conceptual network of philosophical terms || HONEST : Measuring Hurtful Sentence Completion in Language Models || Domain Divergences: A Survey and Empirical Analysis
NAACL,2021,5,NAACL_2021_T004,49,477,10.27,大模型推理：问答、常识与思维链,LLM Reasoning,"question, answering, question answering, reasoning, questions",Open-Domain Question Answering Goes Conversational via Question Rewriting || If You Want to Go Far Go Together: Unsupervised Joint Candidate Evidence Retrieval for Multi-hop Question Answering || Hurdles to Progress in Long-form Question Answering || Text Modular Networks: Learning to Decompose Tasks in the Language of Existing Models || QA - GNN : Reasoning with Language Models and Knowledge Graphs for Question Answering
NAACL,2021,6,NAACL_2021_T005,46,477,9.64,生成模型：扩散模型、采样与内容生成,Generative AI,"summarization, generation, text, summaries, abstractive",A New Approach to Overgenerating and Scoring Abstractive Summaries || Nutri-bullets Hybrid: Consensual Multi-document Summarization || Annotating and Modeling Fine-grained Factuality in Summarization || Improving Faithfulness in Abstractive Summarization with Contrast Candidate Generation and Selection || Enriching Transformers with Structured Tensor-Product Representations for Abstractive Summarization
NAACL,2021,7,NAACL_2021_T006,42,477,8.81,语音音频：ASR、说话人与音频理解,Speech / Audio,"detection, sentiment, stance, emotion, classification",Multitask Learning for Emotionally Analyzing Sexual Abuse Disclosures || Modeling the Severity of Complaints in Social Media || Multi-task Learning of Negation and Speculation for Targeted Sentiment Classification || Why Do Document-Level Polarity Classifiers Fail? || W iki T alk E dit: A Dataset for modeling Editors’ behaviors on W ikipedia
NAACL,2021,8,NAACL_2021_T007,38,477,7.97,对话系统：响应生成、情感支持与任务型对话,Dialogue,"dialogue, responses, dialog, slot, response",Action-Based Conversations Dataset: A Corpus for Building More In-Depth Task-Oriented Dialogue Systems || Human-like informative conversations: Better acknowledgements using conditional mutual information || Controlling Dialogue Generation with Semantic Exemplars || Example-Driven Intent Prediction with Observers || Augmenting Knowledge-grounded Conversations with Sequential Knowledge Transition
NAACL,2021,9,NAACL_2021_T008,33,477,6.92,开放词汇视觉：开放词汇检测、分割与CLIP语义,Computer Vision,"parsing, language, semantic, semantic parsing, instructions",Learning to Synthesize Data for Semantic Parsing || Explicitly Modeling Syntax in Language Models with Incremental Parsing and a Dynamic Oracle || Language in a (Search) Box: Grounding Language Learning in Real-World Human-Machine Interaction || Disentangling Semantics and Syntax in Sentence Embeddings with Pre-trained Language Models || Learning from Executions for Semantic Parsing
NAACL,2021,10,NAACL_2021_T009,31,477,6.5,鲁棒泛化：OOD检测、校准与噪声标签,Robust / Weakly Supervised ML,"text, classification, text classification, document, representations","Incremental Few-shot Text Classification with Multi-round New Classes: Formulation, Dataset and System || X -Class: Text Classification with Extremely Weak Supervision || Larger-Context Tagging: When and Why Does It Work? || Few-Shot Text Classification with Triplet Networks, Data Augmentation, and Curriculum Learning || Improving Pretrained Models for Zero-shot Multi-label Text Classification through Reinforced Label Hierarchy Reasoning"
NAACL,2021,11,NAACL_2021_T010,20,477,4.19,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"adversarial, attack, bias, robustness, attacks","Universal Adversarial Attacks with Natural Triggers for Text Classification || Be Careful about Poisoned Word Embeddings: Exploring the Vulnerability of the Embedding Layers in NLP Models || Concealed Data Poisoning Attacks on NLP Models || Model Extraction and Adversarial Transferability, Your BERT is Vulnerable! || Grey-box Adversarial Attack And Defence For Sentiment Classification"
NeurIPS,2021,1,NeurIPS_2021_T000,341,2334,14.61,优化理论：随机/非凸优化与收敛率,Optimization,"optimization, algorithm, gradient, problem, problems",Stochastic Bias-Reduced Gradient Methods || Minibatch and Momentum Model-based Methods for Stochastic Weakly Convex Optimization || An Even More Optimal Stochastic Optimization Algorithm: Minibatching and Interpolation Learning || On the Second-order Convergence Properties of Random Search Methods || An Analysis of Constant Step Size SGD in the Non-convex Regime: Asymptotic Normality and Bias
NeurIPS,2021,2,NeurIPS_2021_T001,336,2334,14.4,强化学习：离线策略、奖励建模与控制,Reinforcement Learning,"reinforcement, policy, agents, agent, offline",Robust Predictable Control || Heuristic-Guided Reinforcement Learning || The Difficulty of Passive Learning in Deep Reinforcement Learning || Learning Markov State Abstractions for Deep Reinforcement Learning || Replacing Rewards with Examples: Example-Based Policy Search via Recursive Classification
NeurIPS,2021,3,NeurIPS_2021_T002,324,2334,13.88,视频理解：动作识别、长视频与时序建模,Video Understanding,"image, transformer, object, visual, video",Revisiting Contrastive Methods for Unsupervised Learning of Visual Representations || Revisiting ResNets: Improved Training and Scaling Strategies || Efficient Training of Visual Transformers with Small Datasets || Intriguing Properties of Vision Transformers || Twins: Revisiting the Design of Spatial Attention in Vision Transformers
NeurIPS,2021,4,NeurIPS_2021_T003,212,2334,9.08,迁移泛化：域适应、OOD泛化与鲁棒表征,Robust / Transfer Learning,"domain, adaptation, training, label, target",Realistic evaluation of transductive few-shot learning || Learning where to learn: Gradient sparsity in meta and continual learning || On sensitivity of meta-learning to support data || Generalization Bounds For Meta-Learning: An Information-Theoretic Analysis || Towards Sample-efficient Overparameterized Meta-learning
NeurIPS,2021,5,NeurIPS_2021_T004,196,2334,8.4,优化理论：梯度方法、收敛性与训练动力学,Optimization,"training, deep, gradient, pruning, accuracy",Asymptotics of representation learning in finite Bayesian neural networks || Towards Lower Bounds on the Depth of ReLU Neural Networks || The Limitations of Large Width in Neural Networks: A Deep Gaussian Process Perspective || Network-to-Network Regularization: Enforcing Occam's Razor to Improve Generalization || ResNEsts and DenseNEsts: Block-based DNN Models with Improved Representation Guarantees
NeurIPS,2021,6,NeurIPS_2021_T005,182,2334,7.8,生成模型：三维生成、新视角与Gaussian Splatting,3D Generation,"variational, inference, distribution, bayesian, generative",Challenges and Opportunities in High Dimensional Variational Inference || Universal Approximation Using Well-Conditioned Normalizing Flows || Implicit MLE: Backpropagating Through Discrete Exponential Family Distributions || Structured Dropout Variational Inference for Bayesian Neural Networks || Variational Diffusion Models
NeurIPS,2021,7,NeurIPS_2021_T006,152,2334,6.51,AI4Science：分子生成、药物发现与化学建模,AI for Science,"graph, graphs, gnns, node, gnn",Nested Graph Neural Networks || Labeling Trick: A Theory of Using Graph Neural Networks for Multi-Node Representation Learning || Neural Trees for Learning on Graphs || Learning Theory Can (Sometimes) Explain Generalisation in Graph Neural Networks || Large Scale Learning on Non-Homophilous Graphs: New Benchmarks and Strong Simple Methods
NeurIPS,2021,8,NeurIPS_2021_T007,121,2334,5.18,在线决策：Bandit、后悔界与探索,Reinforcement Learning,"bandits, regret, bandit, algorithm, problem",Online Sign Identification: Minimization of the Number of Errors in Thresholding Bandits || Bandits with many optimal arms || Hybrid Regret Bounds for Combinatorial Semi-Bandits and Adversarial Linear Bandits || The Pareto Frontier of model selection for general Contextual Bandits || From Optimality to Robustness: Adaptive Re-Sampling Strategies in Stochastic Bandits
NeurIPS,2021,9,NeurIPS_2021_T008,103,2334,4.41,多模态音视频生成：语音、音乐与情感生成,Multimodal Generation,"language, speech, text, training, reasoning","Sequence-to-Sequence Learning with Latent Neural Grammars || Leveraging the Inductive Bias of Large Language Models for Abstract Textual Reasoning || Why Do Pretrained Language Models Help in Downstream Tasks? An Analysis of Head and Prompt Tuning || Think Big, Teach Small: Do Language Models Distil Occam’s Razor? || Low-Rank Constraints for Fast Inference in Structured Models"
NeurIPS,2021,10,NeurIPS_2021_T009,99,2334,4.24,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"privacy, federated, private, communication, distributed",Linear Convergence in Federated Learning: Tackling Client Heterogeneity and Sparse Gradients || User-Level Differentially Private Learning via Correlated Sampling || Learning with User-Level Privacy || Renyi Differential Privacy of The Subsampled Shuffle Model In Distributed Learning || Differential Privacy Dynamics of Langevin Diffusion and Noisy Gradient Descent
NeurIPS,2021,11,NeurIPS_2021_T010,90,2334,3.86,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"adversarial, robustness, attacks, training, robust",On the Existence of The Adversarial Bayes Classifier || Adversarial Robustness with Semi-Infinite Constrained Learning || Towards a Unified Game-Theoretic View of Adversarial Perturbations and Robustness || Clustering Effect of Adversarial Robust Models || A Little Robustness Goes a Long Way: Leveraging Robust Features for Targeted Transfer Attacks
NeurIPS,2021,12,NeurIPS_2021_T011,74,2334,3.17,因果学习：因果发现、反事实与处理效应,Causal ML,"causal, treatment, effect, effects, variables",Near-Optimal Multi-Perturbation Experimental Design for Causal Structure Learning || Recursive Causal Structure Learning in the Presence of Latent Variables and Selection Bias || Iterative Causal Discovery in the Possible Presence of Latent Confounders and Selection Bias || Identification of Partially Observed Linear Causal Models: Graphical Conditions for the Non-Gaussian and Heterogeneous Cases || Scalable Intervention Target Estimation in Linear Models
NeurIPS,2021,13,NeurIPS_2021_T012,68,2334,2.91,神经科学AI：脑活动建模、EEG与脉冲网络,AI for Neuroscience,"brain, activity, dynamics, neurons, spiking",Online Learning Of Neural Computations From Sparse Temporal Feedback || Charting and Navigating the Space of Solutions for Recurrent Neural Networks || Impression learning: Online representation learning with synaptic plasticity || Bubblewrap: Online tiling and real-time flow prediction on neural manifolds || Latent Equilibrium: A unified learning theory for arbitrarily fast computation with arbitrarily slow neurons
NeurIPS,2021,14,NeurIPS_2021_T013,36,2334,1.54,生成模型：文生图、扩散采样与图像编辑,Generative AI,"image, gan, generation, gans, training",Instance-Conditioned GAN || Data-Efficient Instance Generation from Instance Discrimination || Data-Efficient GAN Training Beyond (Just) Augmentations: A Lottery Ticket Perspective || Self-Diagnosing GAN: Diagnosing Underrepresented Samples in Generative Adversarial Networks || A Unified View of cGANs with and without Classifiers
RSS,2021,1,RSS_2021_T000,25,88,28.41,具身智能：机器人操作、导航与视觉语言动作,Embodied AI,"manipulation, differentiable, assembly, robotic, robots",Sampling-Based Motion Planning on Sequenced Manifolds || An End-to-End Differentiable Framework for Contact-Aware Robot Design || Moving sidewinding forward: optimizing contact patterns for limbless robots via geometric mechanics || Towards finding the shortest-paths for 3D rigid bodies || Fast and Feature-Complete Differentiable Physics Engine for Articulated Rigid Bodies with Contact Constraints
RSS,2021,2,RSS_2021_T001,25,88,28.41,视觉感知：目标检测、识别与视觉表征,Computer Vision,"visual, human, planning, place recognition, generalizable",Planning Multimodal Exploratory Actions for Online Robot Attribute Learning || INVIGORATE: Interactive Visual Grounding and Grasping in Clutter || Synergies Between Affordance and Geometry: 6-DoF Grasp Detection via Implicit Representations || Learning Instance-Level N-Ary Semantic Knowledge At Scale For Robots Operating in Everyday Environments || On complementing end-to-end human behavior predictors with planning
RSS,2021,3,RSS_2021_T002,22,88,25.0,强化学习：策略优化、奖励学习与控制,Reinforcement Learning,"control, reinforcement, policies, planning, systems",Inferring Objectives in Continuous Dynamic Games from Noise-Corrupted Partial State Observations || Robust Value Iteration for Continuous Control Tasks || Error-Aware Policy Learning: Zero-Shot Generalization in Partially Observable Dynamic Environments || Composable Energy Policies for Reactive Motion Generation and Reinforcement Learning || Safe Reinforcement Learning via Statistical Model Predictive Shielding
RSS,2021,4,RSS_2021_T003,8,88,9.09,具身智能：机器人操作、导航与视觉语言动作,Embodied AI,"planning, motion, autonomous driving, driving, active",Provably Safe and Efficient Motion Planning with Uncertain Human Dynamics || PROMPT: Probabilistic Motion Primitives based Trajectory Planning || Learning Proofs of Motion Planning Infeasibility || STEP: Stochastic Traversability Evaluation and Planning for Risk-Aware Off-road Navigation || Safe Occlusion-Aware Autonomous Driving via Game-Theoretic Active Perception
RSS,2021,5,RSS_2021_T004,8,88,9.09,自动驾驶感知：LiDAR、轨迹与三维检测,Autonomous Driving,"estimation, abstraction-guided, planning scltl missions, scltl missions unknown, scltl missions",EVPropNet: Detecting Drones By Finding Propellers For Mid-Air Landing And Following || Jerk-limited Real-time Trajectory Generation with Arbitrary Target States || Filter-Based Online System-Parameter Estimation for Multicopter UAVs || Radar Odometry Combining Probabilistic Estimation and Unsupervised Feature Learning || Feature-Based SLAM: Why Simultaneous Localisation and Mapping?
SIGGRAPH-Asia,2021,1,SIGGRAPH-Asia_2021_T000,17,17,100.0,时间序列：预测、异常检测与时序表征,Time Series,"sensor, analysis, communication, case, nb-iot",Sensor Use Cases in the Context of Industry 4.0 || Coverage and Deployment Analysis of NB-IoT Technology under Various Environment Scenarios || Monitoring and Forecasting of Air Emissions with IoT Measuring Stations and a SaaS Cloud Application || Human Control of Self-Organizing Safety Systems || A Blockchain-based Supply Chain Tracing for the Swiss Dairy Use Case
SIGIR,2021,1,SIGIR_2021_T000,46,151,30.46,推荐系统：偏好建模、反馈学习与个性化排序,Recommendation,"recommendation, users, user, recommender, systems",Fairness among New Items in Cold Start Recommender Systems || Counterfactual Data-Augmented Sequential Recommendation || Mitigating Sentiment Bias for Recommender Systems || AutoDebias: Learning to Debias for Recommendation || Towards Personalized Fairness based on Causal Notion
SIGIR,2021,2,SIGIR_2021_T001,45,151,29.8,多媒体检索：跨模态检索、语义匹配与内容理解,Multimedia Retrieval,"retrieval, image, query, ranking, training",Optimizing Dense Retrieval Model Training with Hard Negatives || PAN: Prototype-based Adaptive Network for Robust Cross-modal Retrieval || Efficiently Teaching an Effective Dense Retriever with Balanced Topic Aware Sampling || GilBERT: Generative Vision-Language Pre-Training for Image-Text Retrieval || B-PROP: Bootstrapped Pre-training with Representative Words Prediction for Ad-hoc Retrieval
SIGIR,2021,3,SIGIR_2021_T002,33,151,21.85,推荐系统：排序、召回与点击率预测,Recommendation,"knowledge, user, news, information, graph","Knowledge-based Review Generation by Coherence Enhanced Text Planning || One Person, One Model, One World: Learning Continual User Representation without Forgetting || Wizard of Search Engine: Access to Information Through Conversations with Search Engines || Transformer Reasoning Network for Personalized Review Summarization || Learning a Fine-Grained Review-based Transformer Model for Personalized Product Search"
SIGIR,2021,4,SIGIR_2021_T003,27,151,17.88,推荐系统：排序、召回与点击率预测,Recommendation,"graph, user, information, recommendation, users",Enhanced Graph Learning for Collaborative Filtering via Mutual Information Maximization || Neural Graph Matching based Collaborative Filtering || Dual Attention Transfer in Session-based Recommendation with Multi-dimensional Integration || Graph Meta Network for Multi-Behavior Recommendation || Self-supervised Graph Learning for Recommendation
SIGMOD,2021,1,SIGMOD_2021_T000,46,203,22.66,三维视觉：Gaussian Splatting、新视角合成与重建,3D Vision,"processing, workloads, storage, query, cloud",Resource-efficient Shared Query Execution via Exploiting Time Slackness || Steering Query Optimizers: A Practical Take on Big Data Workloads || Citus: Distributed PostgreSQL for Data-Intensive Applications || KEA: Tuning an Exabyte-Scale Data Infrastructure || Maximizing Persistent Memory Bandwidth Utilization for OLAP Workloads
SIGMOD,2021,2,SIGMOD_2021_T001,40,203,19.7,联邦学习：异构客户端、隐私与分布式优化,Federated Learning,"machine, training, systems, deep, exploratory",DataPrep.EDA: Task-Centric Exploratory Data Analysis for Statistical Modeling in Python || Expand your Training Limits! Generating Training Data for ML-based Data Management || Production Machine Learning Pipelines: Empirical Analysis and Optimization Opportunities || Enforcing Constraints for Machine Learning Systems via Declarative Feature Selection: An Experimental Study || Slice Tuner: A Selective Data Acquisition Framework for Accurate and Fair Machine Learning Models
SIGMOD,2021,3,SIGMOD_2021_T002,33,203,16.26,图学习：图聚类、表示学习与结构匹配,Graph Learning,"graph, graphs, efficient, real-time, subgraph",HUGE: An Efficient and Scalable Subgraph Enumeration System || iTurboGraph: Scaling and Automating Incremental Graph Analytics || Versatile Equivalences: Speeding up Subgraph Query Processing and Subgraph Matching || Query-by-Sketch: Scaling Shortest Path Graph Queries on Very Large Networks || Boosting Graph Similarity Search through Pre-Computation
SIGMOD,2021,4,SIGMOD_2021_T003,31,203,15.27,信息检索：查询理解、搜索与文档检索,Information Retrieval,"queries, sketches, sampling, fast, efficient",Correlation Sketches for Approximate Join-Correlation Queries || Combining Aggregation and Sampling (Nearly) Optimally for Approximate Query Processing || Weighted Distinct Sampling: Cardinality Estimation for SPJ Queries || Building Fast and Compact Sketches for Approximately Multi-Set Multi-Membership Querying || Learned Cardinality Estimation for Similarity Queries
SIGMOD,2021,5,SIGMOD_2021_T004,30,203,14.78,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"distributed, private, verifiable, blockchain, database",FoundationDB: A Distributed Unbundled Transactional Key Value Store || PRISM: Private Verifiable Set Computation over Multi-Owner Outsourced Databases || VeriDB: An SGX-based Verifiable Database || Secure Yannakakis: Join-Aggregate Queries over Private Data || FastVer: Making Data Integrity a Commodity
SIGMOD,2021,6,SIGMOD_2021_T005,23,203,11.33,知识抽取：实体识别、关系抽取与事件理解,Information Extraction,"entity, language, query, text, synthesizing",SIA: Optimizing Queries using Learned Predicates || Towards Enhancing Database Education: Natural Language Generation Meets Query Execution Plans || Bao: Making Learned Query Optimization Practical || ARM-Net: Adaptive Relation Modeling Network for Structured Data || Scalable and Usable Relational Learning With Automatic Language Bias
WWW,2021,1,WWW_2021_T000,85,355,23.94,知识图谱：实体关系、推理与补全,Knowledge Graph,"knowledge, graph, information, entity, entities","RETA: A Schema-Aware, End-to-End Solution for Instance Completion in Knowledge Graphs || Unsupervised Semantic Association Learning with Latent Label Inference || Minimally-Supervised Structure-Rich Text Categorization via Learning on Text-Rich Networks || Revisiting the Evaluation Protocol of Knowledge Graph Completion Methods for Link Prediction || Boosting the Speed of Entity Alignment 10 ×: Dual Attention Matching Network with Normalized Hard Sample Mining"
WWW,2021,2,WWW_2021_T001,78,355,21.97,推荐系统：排序、召回与点击率预测,Recommendation,"user, recommendation, users, search, items",Where To Next? A Dynamic Model of User Preferences || Leveraging Review Properties for Effective Recommendation || Sinkhorn Collaborative Filtering || Density-Ratio Based Personalised Ranking from Implicit Feedback || Variation Control and Evaluation for Generative Slate Recommendations
WWW,2021,3,WWW_2021_T002,58,355,16.34,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"web, mobile, privacy, apps, security",WebSocket Adoption and the Landscape of the Real-Time Web || Towards Realistic and ReproducibleWeb Crawl Measurements || Where are you taking me?Understanding Abusive Traffic Distribution Systems || Privacy Policies over Time: Curation and Analysis of a Million-Document Dataset || DAPter: Preventing User Data Abuse in Deep Learning Inference Services
WWW,2021,4,WWW_2021_T003,52,355,14.65,图学习：GNN、节点分类与链接预测,Graph Learning,"graph, node, graphs, nodes, gnns",Theoretically Improving Graph Neural Networks via Anonymous Walk Graph Kernels || Multi-level Hyperedge Distillation for Social Linking Prediction on Sparsely Observed Networks || Graph Structure Estimation Neural Networks || Soft-mask: Adaptive Substructure Extractions for Graph Neural Networks || Multiplex Bipartite Network Embedding using Dual Hypergraph Convolutional Networks
WWW,2021,5,WWW_2021_T004,33,355,9.3,语音音频：ASR、说话人与音频理解,Speech / Audio,"online, social, emotion, news, conversations",An Experimental Study to Understand User Experience and Perception Bias Occurred by Fact-checking Messages || The Structure of Toxic Conversations on Twitter || Assessing the Effects of Friend-to-Friend Texting onTurnout in the 2018 US Midterm Elections || Improving Cyberbullying Detection with User Interaction || The Interaction between Political Typology and Filter Bubbles in News Recommendation Algorithms
WWW,2021,6,WWW_2021_T005,33,355,9.3,时序建模：时间序列预测、动力系统与基础模型,Time Series,"temporal, time, prediction, graph, series","Radflow: A Recurrent, Aggregated, and Decomposable Model for Networks of Time Series || REST: Reciprocal Framework for Spatiotemporal-coupled Predictions || DYMOND: DYnamic MOtif-NoDes Network Generative Model || Motif-Preserving Dynamic Attributed Network Embedding || Exploring the Scale-Free Nature of Stock Markets: Hyperbolic Graph Learning for Algorithmic Trading"
WWW,2021,7,WWW_2021_T006,16,355,4.51,推荐系统：排序、召回与点击率预测,Recommendation,"hashing, hash, codes, hash codes, sparse",Projected Hamming Dissimilarity for Bit-Level Importance Coding in Collaborative Filtering || Unsupervised Multi-Index Semantic Hashing || High-Dimensional Sparse Cross-Modal Hashing with Fine-Grained Similarity Embedding || An Alternative Cross Entropy Loss for Learning-to-Rank || Scalable Auto-weighted Discrete Multi-view Clustering
AAAI,2022,1,AAAI_2022_T000,190,1315,14.45,三维视觉：点云、深度估计与相机姿态,3D Vision,"image, images, object, features, point","Stereo Neural Vernier Caliper || Hierarchical Image Generation via Transformer-Based Sequential Patch Selection || Model-Based Image Signal Processors via Learnable Dictionaries || MIA-Former: Efficient and Robust Vision Transformers via Multi-Grained Input-Adaptation || Nested Hierarchical Transformer: Towards Accurate, Data-Efficient and Interpretable Visual Understanding"
AAAI,2022,2,AAAI_2022_T001,184,1315,13.99,生成模型：扩散模型、采样与内容生成,Generative AI,"language, knowledge, text, generation, training",On the Transferability of Pre-trained Language Models: A Study from Artificial Datasets || VAST: The Valence-Assessing Semantics Test for Contextualizing Language Models || Search and Learn: Improving Semantic Coverage for Data-to-Text Generation || Deep Clustering of Text Representations for Supervision-Free Probing of Syntax || Language Modelling via Learning to Rank
AAAI,2022,3,AAAI_2022_T002,170,1315,12.93,强化学习：策略优化、奖励学习与控制,Reinforcement Learning,"policy, reinforcement, agent, agents, reward",Unsupervised Reinforcement Learning in Multiple Environments || Globally Optimal Hierarchical Reinforcement Learning for Linearly-Solvable Markov Decision Processes || Stackelberg Actor-Critic: Game-Theoretic Reinforcement Learning Algorithms || Control-Oriented Model-Based Reinforcement Learning with Implicit Differentiation || Conjugated Discrete Distributions for Distributional Reinforcement Learning
AAAI,2022,4,AAAI_2022_T003,167,1315,12.7,迁移泛化：域适应、OOD泛化与鲁棒表征,Robust / Transfer Learning,"domain, segmentation, labels, detection, feature",Barely-Supervised Learning: Semi-supervised Learning with Very Few Labeled Images || Similarity Search for Efficient Active Learning and Search of Rare Concepts || Mutual Nearest Neighbor Contrast and Hybrid Prototype Self-Training for Universal Domain Adaptation || Beyond Learning Features: Training a Fully-Functional Classifier with ZERO Instance-Level Labels || DIRL: Domain-Invariant Representation Learning for Generalizable Semantic Segmentation
AAAI,2022,5,AAAI_2022_T004,147,1315,11.18,语言推理：问答、常识与多跳推理,NLP Reasoning,"problem, search, algorithm, problems, planning","Efficient Encoding of Cost Optimal Delete-Free Planning as SAT || Learning Logic Programs Though Divide, Constrain, and Conquer || Resolving Inconsistencies in Simple Temporal Problems: A Parameterized Approach || Learning to Search in Local Branching || ApproxASP – a Scalable Approximate Answer Set Counter"
AAAI,2022,6,AAAI_2022_T005,97,1315,7.38,优化理论：随机/非凸优化与收敛率,Optimization,"optimization, algorithm, stochastic, time, gradient",Coordinate Descent on the Orthogonal Group for Recurrent Neural Network Training || JFB: Jacobian-Free Backpropagation for Implicit Networks || Breaking the Convergence Barrier: Optimization via Fixed-Time Convergent Flows || Gradient Flow in Sparse Neural Networks and How Lottery Tickets Win || Hindsight Network Credit Assignment: Efficient Credit Assignment in Networks of Discrete Stochastic Units
AAAI,2022,7,AAAI_2022_T006,96,1315,7.3,多媒体安全：Deepfake检测、伪造识别与攻防,Security / Vision,"adversarial, attacks, training, attack, robustness",Efficient Robust Training via Backward Smoothing || Adversarial Examples Can Be Effective Data Augmentation for Unsupervised Machine Learning || Preemptive Image Robustification for Protecting Users against Man-in-the-Middle Adversarial Attacks || Learning Universal Adversarial Perturbation by Adversarial Example || Feature Generation and Hypothesis Verification for Reliable Face Anti-spoofing
