venue,year,rank,topic,venue_year_topic_id,count,venue_year_total,share,specific_label_cn,specific_label_en,specific_parent_category,parent_category,topic_keywords,representative_titles,topic_label_cn,topic_label_en,title_terms,naming_evidence
AAAI,2021,3,2,AAAI_2021_T002,193,1642,0.1175395858708891,在线决策：Bandit、后悔界与探索,bandits/regret/exploration,Reinforcement Learning,LLM Agents,"planning, policy, reinforcement, algorithm, reward, problem, regret, action, agent, algorithms",Inverse Reinforcement Learning From Like-Minded Teachers || Combinatorial Pure Exploration with Full-Bandit or Partial Linear Feedback || Advice-Guided Reinforcement Learning in a non-Markovian Environment || Model-Free Online Learning in Unknown Sequential Decision Making Problems and Games || Metrics and Continuity in Reinforcement Learning,智能体与多智能体系统,planning / policy / reinforcement,reinforcement / inverse / like / minded / teachers / combinatorial / pure / exploration,"keywords=planning, policy, reinforcement, algorithm, reward, problem, regret, action, agent, algorithms; title_terms=reinforcement / inverse / like / minded / teachers / combinatorial / pure / exploration"
AAAI,2021,4,3,AAAI_2021_T003,140,1642,0.0852618757612667,概率机器学习：变分推断、不确定性与后验建模,variational inference/uncertainty/posteriors,Probabilistic ML,LLM Agents,"games, agents, problem, algorithms, study, algorithm, optimal, game, equilibrium, allocation",A Model of Winners Allocation || Computing Quantal Stackelberg Equilibrium in Extensive-Form Games || On Fair and Efficient Allocations of Indivisible Goods || Multi-Party Campaigning || Anytime Heuristic and Monte Carlo Methods for Large-Scale Simultaneous Coalition Structure Generation and Assignment,智能体与多智能体系统,games / agents / problem,winners / allocation / computing / quantal / stackelberg / equilibrium / extensive / form,"keywords=games, agents, problem, algorithms, study, algorithm, optimal, game, equilibrium, allocation; title_terms=winners / allocation / computing / quantal / stackelberg / equilibrium / extensive / form"
AAAI,2021,5,4,AAAI_2021_T004,132,1642,0.0803897685749086,可信安全：对抗攻击、后门、水印与隐私,adversarial/backdoor/watermark/privacy,Security / Privacy,Security / Privacy,"adversarial, training, attacks, privacy, attack, robustness, deep, generative, adversarial training, examples",Beating Attackers At Their Own Games: Adversarial Example Detection Using Adversarial Gradient Directions || Adversarial Training and Provable Robustness: A Tale of Two Objectives || Adversarial Training Reduces Information and Improves Transferability || Improving Adversarial Robustness via Probabilistically Compact Loss with Logit Constraints || Adversarial Defence by Diversified Simultaneous Training of Deep Ensembles,隐私安全、攻击与鲁棒性,adversarial / training / attacks,adversarial / robustness / beating / attackers / their / own / games / example,"keywords=adversarial, training, attacks, privacy, attack, robustness, deep, generative, adversarial training, examples; title_terms=adversarial / robustness / beating / attackers / their / own / games / example"
AAAI,2021,6,5,AAAI_2021_T005,110,1642,0.0669914738124238,鲁棒泛化：OOD检测、校准与噪声标签,OOD/calibration/noisy labels,Robust / Weakly Supervised ML,Other,"knowledge, training, label, labels, distillation, teacher, student, transfer, classes, noise",Curriculum Labeling: Revisiting Pseudo-Labeling for Semi-Supervised Learning || Beyond Class-Conditional Assumption: A Primary Attempt to Combat Instance-Dependent Label Noise || Partial Is Better Than All: Revisiting Fine-tuning Strategy for Few-shot Learning || Split-and-Bridge: Adaptable Class Incremental Learning within a Single Neural Network || Reinforced Multi-Teacher Selection for Knowledge Distillation,其他主题：knowledge / training / label,knowledge / training / label,labeling / revisiting / class / curriculum / pseudo / semi / supervised / beyond,"keywords=knowledge, training, label, labels, distillation, teacher, student, transfer, classes, noise; title_terms=labeling / revisiting / class / curriculum / pseudo / semi / supervised / beyond"
AAAI,2021,7,6,AAAI_2021_T006,109,1642,0.0663824604141291,图学习：图聚类、表示学习与结构匹配,graph clustering/representation/matching,Graph Learning,Graph Learning,"graph, clustering, graphs, search, gnns, node, structure, space, matrix, different",Rethinking Graph Regularization for Graph Neural Networks || One-shot Graph Neural Architecture Search with Dynamic Search Space || Heterogeneous Graph Structure Learning for Graph Neural Networks || Data Augmentation for Graph Neural Networks || Learning Graph Neural Networks with Approximate Gradient Descent,图学习与图神经网络,graph / clustering / graphs,graph / search / rethinking / regularization / one / shot / architecture / dynamic,"keywords=graph, clustering, graphs, search, gnns, node, structure, space, matrix, different; title_terms=graph / search / rethinking / regularization / one / shot / architecture / dynamic"
AAAI,2021,8,7,AAAI_2021_T007,100,1642,0.0609013398294762,时序建模：时间序列预测、动力系统与基础模型,time-series forecasting/dynamical systems,Time Series,Time Series,"time, causal, forecasting, prediction, series, time series, covid-19, variables, real-world, deep",Meta Learning for Causal Direction || Deep Switching Auto-Regressive Factorization: Application to Time Series Forecasting || Fairness in Forecasting and Learning Linear Dynamical Systems || A Theory of Independent Mechanisms for Extrapolation in Generative Models || Meta-Learning Framework with Applications to Zero-Shot Time-Series Forecasting,时间序列预测,time / causal / forecasting,forecasting / meta / time / series / causal / direction / switching / auto,"keywords=time, causal, forecasting, prediction, series, time series, covid-19, variables, real-world, deep; title_terms=forecasting / meta / time / series / causal / direction / switching / auto"
AAAI,2021,9,8,AAAI_2021_T008,99,1642,0.0602923264311814,概率机器学习：变分推断、不确定性与后验建模,variational inference/uncertainty/posteriors,Probabilistic ML,Other,"problems, explanations, problem, complexity, decision, explanation, algorithm, constraints, logic, semantics",A Scalable Two Stage Approach to Computing Optimal Decision Sets || SAT-based Decision Tree Learning for Large Data Sets || Turbocharging Treewidth-Bounded Bayesian Network Structure Learning || Adaptive Teaching of Temporal Logic Formulas to Preference-based Learners || On the Complexity of Finding Justifications for Collective Decisions,其他主题：problems / explanations / problem,problems / explanations / problem,decision / sets / scalable / two / stage / approach / computing / optimal,"keywords=problems, explanations, problem, complexity, decision, explanation, algorithm, constraints, logic, semantics; title_terms=decision / sets / scalable / two / stage / approach / computing / optimal"
AAAI,2021,10,9,AAAI_2021_T009,97,1642,0.0590742996345919,优化理论：随机/非凸优化与收敛率,stochastic/non-convex optimization,Optimization,Optimization,"deep, optimization, training, gradient, convergence, algorithm, accuracy, pruning, compression, stochastic",A Recipe for Global Convergence Guarantee in Deep Neural Networks || Asynchronous Optimization Methods for Efficient Training of Deep Neural Networks with Guarantees || Avoiding Kernel Fixed Points: Computing with ELU and GELU Infinite Networks || Provable Benefits of Overparameterization in Model Compression: From Double Descent to Pruning Neural Networks || Norm-Based Generalisation Bounds for Deep Multi-Class Convolutional Neural Networks,优化算法与训练动力学,deep / optimization / training,recipe / global / convergence / guarantee / asynchronous / optimization / methods / guarantees,"keywords=deep, optimization, training, gradient, convergence, algorithm, accuracy, pruning, compression, stochastic; title_terms=recipe / global / convergence / guarantee / asynchronous / optimization / methods / guarantees"
AAAI,2021,11,10,AAAI_2021_T010,38,1642,0.0231425091352009,推荐系统：排序、召回与点击率预测,ranking/retrieval/CTR recommendation,Recommendation,Recommendation,"recommendation, user, users, item, recommender, items, framework, interactions, information, recommender systems",Dual Sparse Attention Network For Session-based Recommendation || A User-Adaptive Layer Selection Framework for Very Deep Sequential Recommender Models || Cold-start Sequential Recommendation via Meta Learner || Learning to Recommend from Sparse Data via Generative User Feedback || Knowledge-Enhanced Hierarchical Graph Transformer Network for Multi-Behavior Recommendation,推荐系统与点击率预测,recommendation / user / users,recommendation / sparse / user / sequential / dual / attention / session / adaptive,"keywords=recommendation, user, users, item, recommender, items, framework, interactions, information, recommender systems; title_terms=recommendation / sparse / user / sequential / dual / attention / session / adaptive"
ACL,2021,1,0,ACL_2021_T000,104,710,0.1464788732394366,多语言NLP：机器翻译、跨语言与低资源,machine translation/cross-lingual/low-resource,NLP,NLP,"translation, machine translation, machine, language, languages, multilingual, cross-lingual, training, nmt, monolingual",Adapting High-resource NMT Models to Translate Low-resource Related Languages without Parallel Data || How Good is Your Tokenizer? On the Monolingual Performance of Multilingual Language Models || [RETRACTED] Breaking the Corpus Bottleneck for Context-Aware Neural Machine Translation with Cross-Task Pre-training || Improving Pretrained Cross-Lingual Language Models via Self-Labeled Word Alignment || An Exploratory Analysis of Multilingual Word-Level Quality Estimation with Cross-Lingual Transformers,机器翻译与多语言 NLP,translation / machine translation / machine,cross / resource / multilingual / language / lingual / word / adapting / high,"keywords=translation, machine translation, machine, language, languages, multilingual, cross-lingual, training, nmt, monolingual; title_terms=cross / resource / multilingual / language / lingual / word / adapting / high"
ACL,2021,2,1,ACL_2021_T001,95,710,0.1338028169014084,多语言NLP：机器翻译、跨语言与低资源,machine translation/cross-lingual/low-resource,NLP,LLM Reasoning,"language, word, embeddings, natural, natural language, reasoning, text, linguistic, semantic, words",Examining the Inductive Bias of Neural Language Models with Artificial Languages || Language Model Evaluation Beyond Perplexity || Implicit Representations of Meaning in Neural Language Models || Lexicon Learning for Few Shot Sequence Modeling || UnNatural L anguage I nference,大模型推理与思维链,language / word / embeddings,language / examining / inductive / bias / artificial / languages / evaluation / beyond,"keywords=language, word, embeddings, natural, natural language, reasoning, text, linguistic, semantic, words; title_terms=language / examining / inductive / bias / artificial / languages / evaluation / beyond"
ACL,2021,3,2,ACL_2021_T002,81,710,0.1140845070422535,知识抽取：实体识别、关系抽取与事件理解,entity/relation extraction,Information Extraction,Other,"entity, ner, entities, relation, named, extraction, information, named entity, recognition, entity recognition",Improving Named Entity Recognition by External Context Retrieving and Cooperative Learning || A Unified Generative Framework for Various NER Subtasks || Few- NERD : A Few-shot Named Entity Recognition Dataset || U ni RE : A Unified Label Space for Entity Relation Extraction || Explicitly Capturing Relations between Entity Mentions via Graph Neural Networks for Domain-specific Named Entity Recognition,其他主题：entity / ner / entities,entity / ner / entities,entity / named / recognition / unified / few / improving / external / context,"keywords=entity, ner, entities, relation, named, extraction, information, named entity, recognition, entity recognition; title_terms=entity / named / recognition / unified / few / improving / external / context"
ACL,2021,4,3,ACL_2021_T003,79,710,0.1112676056338028,大模型社会安全：偏见、虚假信息与检测,bias/misinformation/detection,Trustworthy LLM,Other,"evidence, detection, social, language, claim, bias, nlp, claims, hate, biases",Stereotyping N orwegian Salmon: An Inventory of Pitfalls in Fairness Benchmark Datasets || R eddit B ias: A Real-World Resource for Bias Evaluation and Debiasing of Conversational Language Models || Towards Argument Mining for Social Good: A Survey || Intrinsic Bias Metrics Do Not Correlate with Application Bias || Exploring the Efficacy of Automatically Generated Counterfactuals for Sentiment Analysis,其他主题：evidence / detection / social,evidence / detection / social,bias / stereotyping / orwegian / salmon / inventory / pitfalls / fairness / benchmark,"keywords=evidence, detection, social, language, claim, bias, nlp, claims, hate, biases; title_terms=bias / stereotyping / orwegian / salmon / inventory / pitfalls / fairness / benchmark"
ACL,2021,5,4,ACL_2021_T004,78,710,0.1098591549295774,大模型训练：微调、数据配方与任务适配,fine-tuning/data recipes/adaptation,LLM,Other,"language, fine-tuning, bert, pre-trained, knowledge, generation, transformer, training, pretrained, text",L ex F it: Lexical Fine-Tuning of Pretrained Language Models || Shortformer: Better Language Modeling using Shorter Inputs || Making Pre-trained Language Models Better Few-shot Learners || Syntax-Enhanced Pre-trained Model || Bridging Subword Gaps in Pretrain-Finetune Paradigm for Natural Language Generation,其他主题：language / fine-tuning / bert,language / fine-tuning / bert,language / better / pre / trained / lexical / fine / tuning / pretrained,"keywords=language, fine-tuning, bert, pre-trained, knowledge, generation, transformer, training, pretrained, text; title_terms=language / better / pre / trained / lexical / fine / tuning / pretrained"
ACL,2021,6,5,ACL_2021_T005,73,710,0.1028169014084507,文本生成：摘要、事实性与可控生成,summarization/factuality/controllable generation,Text Generation,LLM / IR,"question, answering, question answering, questions, answer, retrieval, generation, image, visual, state-of-the-art",U nited QA : A Hybrid Approach for Open Domain Question Answering || Joint Models for Answer Verification in Question Answering Systems || End-to-End Training of Neural Retrievers for Open-Domain Question Answering || Challenges in Information-Seeking QA : Unanswerable Questions and Paragraph Retrieval || Generation-Augmented Retrieval for Open-Domain Question Answering,检索增强生成与信息检索,question / answering / question answering,question / answering / open / domain / end / retrieval / nited / hybrid,"keywords=question, answering, question answering, questions, answer, retrieval, generation, image, visual, state-of-the-art; title_terms=question / answering / open / domain / end / retrieval / nited / hybrid"
ACL,2021,7,6,ACL_2021_T006,59,710,0.0830985915492957,对话系统：响应生成、情感支持与任务型对话,dialogue/response generation/task-oriented systems,Dialogue,NLP,"dialogue, dialog, slot, systems, responses, response, intent, training, human, task-oriented","T icket T alk: Toward human-level performance with end-to-end, transaction-based dialog systems || Dialogue Response Selection with Hierarchical Curriculum Learning || S aying N o is A n A rt: C ontextualized F allback R esponses for U nanswerable D ialogue Q ueries || A Pre-training Strategy for Zero-Resource Response Selection in Knowledge-Grounded Conversations || RADDLE : An Evaluation Benchmark and Analysis Platform for Robust Task-oriented Dialog Systems",对话系统,dialogue / dialog / slot,end / dialog / systems / response / selection / icket / alk / toward,"keywords=dialogue, dialog, slot, systems, responses, response, intent, training, human, task-oriented; title_terms=end / dialog / systems / response / selection / icket / alk / toward"
ACL,2021,8,7,ACL_2021_T007,36,710,0.0507042253521126,多模态理解：视觉语言表征与跨模态对齐,vision-language representation/alignment,Multimodal AI,Multimodal AI,"sentiment, style, multimodal, graph, emotion, analysis, aspect, sentiment analysis, text, absa",Dual Graph Convolutional Networks for Aspect-based Sentiment Analysis || Deep Context- and Relation-Aware Learning for Aspect-based Sentiment Analysis || Towards Generative Aspect-Based Sentiment Analysis || A Unified Generative Framework for Aspect-based Sentiment Analysis || A Hierarchical VAE for Calibrating Attributes while Generating Text using Normalizing Flow,多模态理解与视觉语言模型,sentiment / style / multimodal,aspect / sentiment / analysis / generative / dual / graph / convolutional / context,"keywords=sentiment, style, multimodal, graph, emotion, analysis, aspect, sentiment analysis, text, absa; title_terms=aspect / sentiment / analysis / generative / dual / graph / convolutional / context"
ACL,2021,9,8,ACL_2021_T008,33,710,0.0464788732394366,推荐系统：排序、召回与点击率预测,ranking/retrieval/CTR recommendation,Recommendation,NLP,"summarization, summaries, news, user, generation, summary, text, abstractive, framework, personalized",A Training-free and Reference-free Summarization Evaluation Metric via Centrality-weighted Relevance and Self-referenced Redundancy || E mail S um: Abstractive Email Thread Summarization || S im CLS : A Simple Framework for Contrastive Learning of Abstractive Summarization || W iki S um: Coherent Summarization Dataset for Efficient Human-Evaluation || Dissecting Generation Modes for Abstractive Summarization Models via Ablation and Attribution,文本摘要,summarization / summaries / news,summarization / abstractive / free / evaluation / reference / metric / centrality / weighted,"keywords=summarization, summaries, news, user, generation, summary, text, abstractive, framework, personalized; title_terms=summarization / abstractive / free / evaluation / reference / metric / centrality / weighted"
ACL,2021,10,9,ACL_2021_T009,27,710,0.0380281690140845,事件视觉：事件相机、运动估计与时序感知,event cameras/motion estimation,Event Vision,LLM Reasoning,"event, knowledge, events, argument, extraction, arguments, event extraction, reasoning, discourse, temporal",From Discourse to Narrative: Knowledge Projection for Event Relation Extraction || T ext2 E vent: Controllable Sequence-to-Structure Generation for End-to-end Event Extraction || Conditional Generation of Temporally-ordered Event Sequences || CLEVE : C ontrastive P re-training for E vent E xtraction || Trigger is Not Sufficient: Exploiting Frame-aware Knowledge for Implicit Event Argument Extraction,大模型推理与思维链,event / knowledge / events,event / extraction / knowledge / vent / generation / end / discourse / narrative,"keywords=event, knowledge, events, argument, extraction, arguments, event extraction, reasoning, discourse, temporal; title_terms=event / extraction / knowledge / vent / generation / end / discourse / narrative"
ACL,2021,11,10,ACL_2021_T010,24,710,0.0338028169014084,可信安全：对抗攻击、后门、水印与隐私,adversarial/backdoor/watermark/privacy,Security / Privacy,Security / Privacy,"adversarial, attacks, backdoor, attack, language, training, backdoor attacks, attacking, adversarial attacks, nlp",An Empirical Study on Adversarial Attack on NMT : Languages and Positions Matter || Crafting Adversarial Examples for Neural Machine Translation || Turn the Combination Lock: Learnable Textual Backdoor Attacks via Word Substitution || Defense against Synonym Substitution-based Adversarial Attacks via D irichlet Neighborhood Ensemble || Reliability Testing for Natural Language Processing Systems,隐私安全、攻击与鲁棒性,adversarial / attacks / backdoor,adversarial / attacks / substitution / empirical / study / attack / nmt / languages,"keywords=adversarial, attacks, backdoor, attack, language, training, backdoor attacks, attacking, adversarial attacks, nlp; title_terms=adversarial / attacks / substitution / empirical / study / attack / nmt / languages"
ACL,2021,12,11,ACL_2021_T011,21,710,0.0295774647887323,统计学习理论：决策树、风险界与泛化分析,decision trees/risk bounds,ML Theory,Other,"parsing, dependency, discourse, tree, structure, unsupervised, syntactic, trees, semantic, structures",A Conditional Splitting Framework for Efficient Constituency Parsing || Adapting Unsupervised Syntactic Parsing Methodology for Discourse Dependency Parsing || From Paraphrasing to Semantic Parsing: Unsupervised Semantic Parsing via Synchronous Semantic Decoding || S truct F ormer: Joint Unsupervised Induction of Dependency and Constituency Structure from Masked Language Modeling || A Joint Model for Dropped Pronoun Recovery and Conversational Discourse Parsing in C hinese Conversational Speech,其他主题：parsing / dependency / discourse,parsing / dependency / discourse,parsing / unsupervised / semantic / constituency / discourse / dependency / joint / conversational,"keywords=parsing, dependency, discourse, tree, structure, unsupervised, syntactic, trees, semantic, structures; title_terms=parsing / unsupervised / semantic / constituency / discourse / dependency / joint / conversational"
ACMMM,2021,1,0,ACMMM_2021_T000,80,542,0.1476014760147601,多模态大模型：视觉语言理解与跨模态推理,multimodal/VLM understanding,Multimodal LLM,Graph Learning,"visual, image, text, language, graph, captioning, objects, semantic, generation, question",Distributed Attention for Grounded Image Captioning || Conceptual and Syntactical Cross-modal Alignment with Cross-level Consistency for Image-Text Matching || Exploring Contextual-Aware Representation and Linguistic-Diverse Expression for Visual Dialog || R-GAN: Exploring Human-like Way for Reasonable Text-to-Image Synthesis via Generative Adversarial Networks || Dual Graph Convolutional Networks with Transformer and Curriculum Learning for Image Captioning,图学习与图神经网络,visual / image / text,image / captioning / cross / text / exploring / distributed / attention / grounded,"keywords=visual, image, text, language, graph, captioning, objects, semantic, generation, question; title_terms=image / captioning / cross / text / exploring / distributed / attention / grounded"
ACMMM,2021,2,1,ACMMM_2021_T001,78,542,0.1439114391143911,底层视觉：超分、去噪、增强与图像复原,image restoration/super-resolution/enhancement,Computer Vision,Other,"image, video, compression, quality, super-resolution, depth, information, images, deep, feature",Fully Quantized Image Super-Resolution Networks || Self-feature Learning: An Efficient Deep Lightweight Network for Image Super-resolution || Edge-oriented Convolution Block for Real-time Super Resolution on Mobile Devices || Progressive and Selective Fusion Network for High Dynamic Range Imaging || Boosting Lightweight Single Image Super-resolution via Joint-distillation,其他主题：image / video / compression,image / video / compression,super / resolution / image / lightweight / fully / quantized / self / feature,"keywords=image, video, compression, quality, super-resolution, depth, information, images, deep, feature; title_terms=super / resolution / image / lightweight / fully / quantized / self / feature"
ACMMM,2021,3,2,ACMMM_2021_T002,61,542,0.1125461254612546,三维视觉：点云、深度估计与相机姿态,point cloud/depth/pose,3D Vision,Computer Vision,"object, point, features, detection, feature, object detection, depth, point cloud, cloud, module",RCNet: Reverse Feature Pyramid and Cross-scale Shift Network for Object Detection || GCCN: Geometric Constraint Co-attention Network for 6D Object Pose Estimation || Hierarchical View Predictor: Unsupervised 3D Global Feature Learning through Hierarchical Prediction among Unordered Views || SVHAN: Sequential View Based Hierarchical Attention Network for 3D Shape Recognition || Depth Quality-Inspired Feature Manipulation for Efficient RGB-D Salient Object Detection,目标检测与图像分割,object / point / features,feature / object / hierarchical / detection / attention / view / rcnet / reverse,"keywords=object, point, features, detection, feature, object detection, depth, point cloud, cloud, module; title_terms=feature / object / hierarchical / detection / attention / view / rcnet / reverse"
ACMMM,2021,4,3,ACMMM_2021_T003,59,542,0.1088560885608856,视频理解：动作识别、长视频与时序建模,action/long-video/temporal modeling,Video Understanding,Other,"video, action, temporal, motion, recognition, videos, human, information, spatial, skeleton",Learning Spatio-temporal Representation by Channel Aliasing Video Perception || Self-supervising Action Recognition by Statistical Moment and Subspace Descriptors || Cross-modal Consensus Network for Weakly Supervised Temporal Action Localization || Weakly-Supervised Temporal Action Localization via Cross-Stream Collaborative Learning || Selective Dependency Aggregation for Action Classification,其他主题：video / action / temporal,video / action / temporal,action / temporal / cross / weakly / supervised / localization / spatio / representation,"keywords=video, action, temporal, motion, recognition, videos, human, information, spatial, skeleton; title_terms=action / temporal / cross / weakly / supervised / localization / spatio / representation"
ACMMM,2021,5,4,ACMMM_2021_T004,55,542,0.1014760147601476,迁移泛化：域适应、OOD泛化与鲁棒表征,domain adaptation/OOD generalization,Robust / Transfer Learning,Computer Vision,"domain, adaptation, segmentation, semantic, source, target, domain adaptation, feature, training, novel",Informative Class-Conditioned Feature Alignment for Unsupervised Domain Adaptation || Revisiting Mid-Level Patterns for Cross-Domain Few-Shot Recognition || Few-shot Unsupervised Domain Adaptation with Image-to-Class Sparse Similarity Encoding || Towards Robust Cross-domain Image Understanding with Unsupervised Noise Removal || Source Data-free Unsupervised Domain Adaptation for Semantic Segmentation,目标检测与图像分割,domain / adaptation / segmentation,domain / unsupervised / adaptation / class / cross / few / shot / image,"keywords=domain, adaptation, segmentation, semantic, source, target, domain adaptation, feature, training, novel; title_terms=domain / unsupervised / adaptation / class / cross / few / shot / image"
ACMMM,2021,6,5,ACMMM_2021_T005,52,542,0.0959409594095941,推荐系统：排序、召回与点击率预测,ranking/retrieval/CTR recommendation,Recommendation,Multimodal AI,"music, information, multimodal, recommendation, visual, emotion, modeling, features, voice, framework",SINGA-Easy: An Easy-to-Use Framework for MultiModal Analysis || Meta Self-Paced Learning for Cross-Modal Matching || Learning What and When to Drop: Adaptive Multimodal and Contextual Dynamics for Emotion Recognition in Conversation || Pairwise Emotional Relationship Recognition in Drama Videos: Dataset and Benchmark || Mining Latent Structures for Multimedia Recommendation,多模态理解与视觉语言模型,music / information / multimodal,easy / multimodal / recognition / singa / use / framework / analysis / meta,"keywords=music, information, multimodal, recommendation, visual, emotion, modeling, features, voice, framework; title_terms=easy / multimodal / recognition / singa / use / framework / analysis / meta"
ACMMM,2021,7,6,ACMMM_2021_T006,51,542,0.0940959409594096,视觉感知：目标检测、识别与视觉表征,detection/recognition/visual representation,Computer Vision,Other,"image, images, face, latent, inpainting, shadow, experiments, features, space, extensive",Attribute-specific Control Units in StyleGAN for Fine-grained Image Manipulation || From Synthetic to Real: Image Dehazing Collaborating with Unlabeled Real Data || JPGNet: Joint Predictive Filtering and Generative Network for Image Inpainting || DehazeFlow: Multi-scale Conditional Flow Network for Single Image Dehazing || Learning Contextual Transformer Network for Image Inpainting,其他主题：image / images / face,image / images / face,image / real / dehazing / inpainting / attribute / specific / control / units,"keywords=image, images, face, latent, inpainting, shadow, experiments, features, space, extensive; title_terms=image / real / dehazing / inpainting / attribute / specific / control / units"
ACMMM,2021,8,7,ACMMM_2021_T007,45,542,0.0830258302583025,多媒体检索：跨模态检索、语义匹配与内容理解,cross-modal/semantic multimedia retrieval,Multimedia Retrieval,LLM / IR,"retrieval, image, clustering, cross-modal, multi-view, image retrieval, feature, information, graph, semantic",MCCN: Multimodal Coordinated Clustering Network for Large-Scale Cross-modal Retrieval || Exploring Graph-Structured Semantics for Cross-Modal Retrieval || Graph Convolutional Multi-modal Hashing for Flexible Multimedia Retrieval || Database-adaptive Re-ranking for Enhancing Cross-modal Image Retrieval || Scalable Multi-view Subspace Clustering with Unified Anchors,检索增强生成与信息检索,retrieval / image / clustering,modal / retrieval / cross / clustering / graph / multi / mccn / multimodal,"keywords=retrieval, image, clustering, cross-modal, multi-view, image retrieval, feature, information, graph, semantic; title_terms=modal / retrieval / cross / clustering / graph / multi / mccn / multimodal"
ACMMM,2021,9,8,ACMMM_2021_T008,36,542,0.066420664206642,多媒体安全：Deepfake检测、伪造识别与攻防,deepfake/forgery/multimedia security,Security / Vision,Security / Privacy,"adversarial, face, attack, image, attacks, images, robustness, privacy, detection, examples",Open Set Face Anti-Spoofing in Unseen Attacks || Adaptive Normalized Representation Learning for Generalizable Face Anti-Spoofing || Legitimate Adversarial Patches: Evading Human Eyes and Detection Models in the Physical World || Delving into Deep Image Prior for Adversarial Defense: A Novel Reconstruction-based Defense Framework || Discriminator-free Generative Adversarial Attack,隐私安全、攻击与鲁棒性,adversarial / face / attack,adversarial / face / anti / spoofing / defense / open / set / unseen,"keywords=adversarial, face, attack, image, attacks, images, robustness, privacy, detection, examples; title_terms=adversarial / face / anti / spoofing / defense / open / set / unseen"
ACMMM,2021,10,9,ACMMM_2021_T009,25,542,0.0461254612546125,图学习：GNN、节点分类与链接预测,GNN/node/link prediction,Graph Learning,Graph Learning,"person, re-identification, person re-identification, re-id, reid, information, feature, pedestrian, graph, vehicle",MGH: Metadata Guided Hypergraph Modeling for Unsupervised Person Re-identification || Camera-Agnostic Person Re-Identification via Adversarial Disentangling Learning || Knowledge-Supervised Learning: Knowledge Consensus Constraints for Person Re-Identification || Cross-Camera Feature Prediction for Intra-Camera Supervised Person Re-identification across Distant Scenes || Unsupervised Vehicle Search in the Wild: A New Benchmark,图学习与图神经网络,person / re-identification / person re-identification,person / identification / camera / unsupervised / knowledge / supervised / mgh / metadata,"keywords=person, re-identification, person re-identification, re-id, reid, information, feature, pedestrian, graph, vehicle; title_terms=person / identification / camera / unsupervised / knowledge / supervised / mgh / metadata"
CVPR,2021,1,0,CVPR_2021_T000,227,1660,0.1367469879518072,三维视觉：点云、深度估计与相机姿态,point cloud/depth/pose,3D Vision,Embodied / Autonomous,"point, object, cloud, point cloud, shape, detection, clouds, pose, point clouds, features",PointNetLK Revisited || From Points to Multi-Object 3D Reconstruction || Deep Optimized Priors for 3D Shape Modeling and Reconstruction || Sign-Agnostic Implicit Learning of Surface Self-Similarities for Shape Modeling and Reconstruction From Raw Point Clouds || CorrNet3D: Unsupervised End-to-End Learning of Dense Correspondence for 3D Point Clouds,点云、自动驾驶与轨迹预测,point / object / cloud,reconstruction / shape / modeling / point / clouds / end / pointnetlk / revisited,"keywords=point, object, cloud, point cloud, shape, detection, clouds, pose, point clouds, features; title_terms=reconstruction / shape / modeling / point / clouds / end / pointnetlk / revisited"
CVPR,2021,2,1,CVPR_2021_T001,202,1660,0.1216867469879518,视觉感知：语义/实例/全景分割,segmentation,Computer Vision,Computer Vision,"segmentation, object, detection, object detection, instance, objects, semantic, feature, image, novel",UniT: Unified Knowledge Transfer for Any-Shot Object Detection and Segmentation || FAPIS: A Few-Shot Anchor-Free Part-Based Instance Segmenter || DyStaB: Unsupervised Object Segmentation via Dynamic-Static Bootstrapping || Background-Aware Pooling and Noise-Aware Loss for Weakly-Supervised Semantic Segmentation || BoxInst: High-Performance Instance Segmentation With Box Annotations,目标检测与图像分割,segmentation / object / detection,segmentation / shot / object / instance / aware / unit / unified / knowledge,"keywords=segmentation, object, detection, object detection, instance, objects, semantic, feature, image, novel; title_terms=segmentation / shot / object / instance / aware / unit / unified / knowledge"
CVPR,2021,3,2,CVPR_2021_T002,156,1660,0.0939759036144578,鲁棒泛化：OOD检测、校准与噪声标签,OOD/calibration/noisy labels,Robust / Weakly Supervised ML,Other,"training, knowledge, labels, classification, contrastive, loss, label, classes, image, features",Unsupervised Feature Learning by Cross-Level Instance-Group Discrimination || Exploring Complementary Strengths of Invariant and Equivariant Representations for Few-Shot Learning || How Well Do Self-Supervised Models Transfer? || Rethinking Class Relations: Absolute-Relative Supervised and Unsupervised Few-Shot Learning || Jigsaw Clustering for Unsupervised Visual Representation Learning,其他主题：training / knowledge / labels,training / knowledge / labels,unsupervised / few / shot / supervised / feature / cross / level / instance,"keywords=training, knowledge, labels, classification, contrastive, loss, label, classes, image, features; title_terms=unsupervised / few / shot / supervised / feature / cross / level / instance"
